Dimension,Spin_Configuration,Spin_Parameter_a,EFT_Coupling_Lambda,Mass_M,Weyl_Boost_Weight_2,KY_Residual_Norm,Love_Number_k2,RG_Scale_r,Model_Variant
8,Generic-Multi-Spin,0.37790220955804088,0.14429237870605849,1,0.024195895462626207,0.018104680861040473,0.064338274802413248,9.9602687362581488,rigidification_benchmark
6,Generic-Multi-Spin,1.0334287767732702,0.23717564545373712,1,0.2291215513436069,0.17100011502005114,0.6064289979558376,10.949338770750909,rigidification_benchmark
8,Single-Spin,0.77411593125445677,0.10162978684251663,1,0.060015961158738897,0.042812363776242285,0.162459342095299,11.686781117599457,rigidification_benchmark
5,Single-Spin,0.68115337746209093,0.27185654521890357,1,0.014048947330913735,0.010889860886871499,0.038088098120723932,8.7762641767039895,rigidification_benchmark
8,Generic-Multi-Spin,0.27597057442369127,0.013361592611522415,1,0.0011995462667073881,0.00085957530897027841,0.0033072887321666036,12.922381543926894,rigidification_benchmark
7,Single-Spin,1.3078410153438143,0.21813565791106784,1,0.31920862076509615,0.25591447214867563,0.87365625158640925,10.214599753823132,rigidification_benchmark
7,Generic-Multi-Spin,1.2342914901460698,0.003034379691722803,1,0.005049806548625347,0.0038188173822799754,0.013678973403548738,11.695783788431436,rigidification_benchmark
8,Generic-Multi-Spin,0.2023073266722169,0.21073833730164918,1,0.0091416803090434064,0.0070994225420879537,0.025440498459530392,9.6671149529516693,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,0.71297888445609992,0.11166383529420663,1,7.2170898654169748e-09,4.4504634449045912e-09,0.0052729783852725302,12.46535501666367,rigidification_benchmark
8,Generic-Multi-Spin,0.80600938568622893,0.27896113051222449,1,0.19228271966320629,0.14510882152641572,0.5236674919510943,11.121452608052641,rigidification_benchmark
6,Generic-Multi-Spin,1.1121051149592958,0.13455106557046623,1,0.11254397663854308,0.097630589038750201,0.30880213015358393,9.840720109920948,rigidification_benchmark
7,Single-Spin,0.45669227029779647,0.22919235353477579,1,0.04858814973483834,0.044426119551168472,0.13212549376289615,12.399819451011718,rigidification_benchmark
9,Generic-Multi-Spin,0.13349842184542587,0.055145718688638885,1,0.0011265046885362844,0.00083971517667291707,0.0030100745162964342,10.826693428866566,rigidification_benchmark
7,Single-Spin,1.3528980663086325,0.18550618466985691,1,0.24156559965536745,0.19262458457537326,0.64888333259773523,10.983060839679093,rigidification_benchmark
8,Single-Spin,1.4761797670440497,0.075112837185329767,1,0.1684349398081251,0.12688720114211782,0.4345671611450565,13.074772254470735,rigidification_benchmark
5,Single-Spin,0.069182245188243688,0.28283718175098671,1,2.865883298008462e-06,2.048217137479e-06,8.0461149128172587e-06,9.1384365949779749,rigidification_benchmark
8,Single-Spin,0.47399884729890901,0.034900361049667934,1,0.0066695708344661191,0.0050747593339600444,0.018394142900239604,11.644352870434522,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,0.94208848202695794,0.20217226253848339,1,2.526916473118832e-08,1.4376666219481672e-08,0.020145461452629746,10.642785306740553,rigidification_benchmark
7,Cohomogeneity-1_Equal-Spin,0.87026404923743939,0.056689570140887054,1,1.6087887193575134e-09,1.0850394013398732e-09,0.005389872184965539,9.4710929795168344,rigidification_benchmark
8,Generic-Multi-Spin,0.58977300155039414,0.15130546437599418,1,0.045873633988337291,0.032438391548898701,0.12156436675067714,11.919109144620597,rigidification_benchmark
9,Generic-Multi-Spin,0.37243410877124128,0.12832226889262163,1,0.018603127118713911,0.015876344644570061,0.051075583197307692,11.757084030844272,rigidification_benchmark
5,Generic-Multi-Spin,1.2168661811440271,0.25870312182957028,1,0.10054233735475726,0.083710022441415011,0.28433500157218672,10.902366596739739,rigidification_benchmark
9,Generic-Multi-Spin,1.2055009146902516,0.08691334963717591,1,0.13264491257758404,0.097970092956113086,0.33194292873646614,10.960263044759632,rigidification_benchmark
8,Generic-Multi-Spin,0.36109495123218188,0.29461930995649099,1,0.041600518003821321,0.033497634451604259,0.1074714738921325,13.049174022767692,rigidification_benchmark
7,Single-Spin,0.60189071882400469,0.028079259158563803,1,0.0083496909658600724,0.0055661781748921717,0.023855080999903598,9.7133489531464878,rigidification_benchmark
7,Generic-Multi-Spin,0.88231560436986289,0.19536940184305052,1,0.13928086895819872,0.12969885750690055,0.38514314589257709,11.226866731047631,rigidification_benchmark
9,Generic-Multi-Spin,0.95414001201435927,0.068473030505761506,1,0.076252740913163836,0.056387793641211,0.20974081961249011,12.398972744308413,rigidification_benchmark
9,Generic-Multi-Spin,0.48611654501528018,0.1631071659365399,1,0.037528713127853733,0.02606704352442472,0.099859865671228884,10.338151872809977,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,0.05784306809194479,0.12152043637388386,1,7.9387348830104554e-09,5.1470401409164295e-09,0.0065718932767573641,12.230967393051833,rigidification_benchmark
8,Single-Spin,1.4648144754452519,0.25188290506449063,1,0.63988032080181467,0.62786845721442297,1.711198311194579,11.332255016453564,rigidification_benchmark
9,Generic-Multi-Spin,1.3415556930006229,0.010128987759559414,1,0.020458491265629663,0.015130574743210168,0.05897030249194702,10.139261837303639,rigidification_benchmark
6,Generic-Multi-Spin,0.12213637116060033,0.21785132961582765,1,0.002495760734791411,0.0021970951267948754,0.0067832092759287531,11.220505991298705,rigidification_benchmark
5,Single-Spin,0.46874131930967422,0.10017345446110611,1,0.0015770299620655015,0.0013589284387426803,0.0044388291699947501,9.7423366890288889,rigidification_benchmark
5,Generic-Multi-Spin,1.1242253383534522,0.2674525084834527,1,0.087917658229655499,0.072714324066141339,0.23644476032594824,11.148189311847091,rigidification_benchmark
5,Generic-Multi-Spin,0.81812958393536317,0.14166531851867958,1,0.015459398961059455,0.011890800663176227,0.042559326073526929,11.52936261612922,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,0.72502791391073818,0.23628836528731792,1,3.4667079666622716e-08,1.9596801469638489e-08,0.028211553622889841,11.157458568643779,rigidification_benchmark
8,Generic-Multi-Spin,0.19094525643015189,0.043638053311226895,1,0.0017747697283060535,0.0012439590462303696,0.0048968160954926268,11.411341201420873,rigidification_benchmark
5,Single-Spin,1.2229490916930381,0.17401690353878682,1,0.082822302837524148,0.066253856333740979,0.21990840750914828,9.0515439799055457,rigidification_benchmark
9,Generic-Multi-Spin,1.295789102593297,0.052500497771590951,1,0.12318417922322344,0.11300465495698565,0.33244619797689229,12.856688070297242,rigidification_benchmark
6,Single-Spin,0.26385321476817414,0.18463679701309932,1,0.011243838551817062,0.01041885541812872,0.030912497427877335,10.280279667396098,rigidification_benchmark
7,Cohomogeneity-1_Equal-Spin,0.69249289261924385,0.13251024603022077,1,8.9010624884538969e-09,6.0699880899779842e-09,0.0018506341127712705,11.432039603684098,rigidification_benchmark
6,Generic-Multi-Spin,0.78548084009013885,0.22537512853155753,1,0.11623595735514344,0.087536239950606567,0.30967253562998298,9.0310192506760352,rigidification_benchmark
5,Generic-Multi-Spin,1.0447937107539744,0.10844999913726282,1,0.031031855514327369,0.025628407315052261,0.080755316082893283,8.743136097677052,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,0.38924174427243324,0.27865837326730786,1,4.1501366021363276e-08,2.6894813627783455e-08,0.016550031104429735,11.71645784927532,rigidification_benchmark
8,Single-Spin,0.14807977575287598,0.0015598865806432441,1,3.2294299854650874e-05,2.2724832242245931e-05,8.7838959890577879e-05,10.689583871420473,rigidification_benchmark
8,Single-Spin,1.3676128201466287,0.20635219307585992,1,0.46009525579454302,0.35180866784352222,1.263577294858647,12.900795367918908,rigidification_benchmark
5,Generic-Multi-Spin,1.4321650163638406,0.12921068787648901,1,0.11532583419712503,0.10085793345129568,0.31372356947490465,10.127807250246406,rigidification_benchmark
6,Single-Spin,0.025308762036637403,0.26133132083439731,1,0.00011999415784787929,9.1087917927566603e-05,0.00031600328018063274,9.4590640024282031,rigidification_benchmark
6,Single-Spin,0.55902521858948928,0.060489507247043779,1,0.014441681529217645,0.012436292647349276,0.037508931086842077,11.803147726971655,rigidification_benchmark
5,Single-Spin,1.0269793076784313,0.15336619366387372,1,0.038725409423446384,0.033355873050215257,0.10397290698630907,9.5097941979765892,rigidification_benchmark
8,Single-Spin,0.90837344675205556,0.035183539351626304,1,0.037191591431900844,0.033388761610671905,0.10003995572774577,10.912655582092702,rigidification_benchmark
8,Single-Spin,0.62783340818009337,0.20540371739716456,1,0.084893540193220526,0.07188368627365424,0.23437526095440575,12.64706217860803,rigidification_benchmark
8,Generic-Multi-Spin,0.28159466095875391,0.079515726162665529,1,0.0066508168734056225,0.0052917854760684202,0.018059682415851552,9.7590872923843559,rigidification_benchmark
5,Single-Spin,1.1260700023269608,0.28429236637428218,1,0.0928445369616029,0.069278480837553544,0.25358432359023164,10.731381964869797,rigidification_benchmark
8,Generic-Multi-Spin,1.167571225855397,0.023316328407018447,1,0.031170896906604371,0.026799404005318595,0.081117961614737832,12.961973343417048,rigidification_benchmark
7,Generic-Multi-Spin,0.32450132080071703,0.19061140633964166,1,0.013595281737558163,0.0096674704486410037,0.0368410999690717,10.178569451067597,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,0.63450048090009292,0.091675886999377051,1,4.8253261162348397e-09,2.8878605753166995e-09,0.021057143206084632,11.763987327832728,rigidification_benchmark
8,Single-Spin,0.91653608113292417,0.29937762732390871,1,0.27362828000215983,0.19804372049890392,0.73112978001383078,10.045816904306411,rigidification_benchmark
7,Single-Spin,0.98532789013851152,0.11676212794713305,1,0.11412264824408248,0.098190132300002758,0.31441149649950006,9.5428681230172518,rigidification_benchmark
8,Generic-Multi-Spin,0.51589969088652732,0.24712037664295641,1,0.06709050219309054,0.050355699250109555,0.18268163954992334,11.819987121876329,rigidification_benchmark
8,Generic-Multi-Spin,0.018399933897655457,0.073231017068503435,1,2.3750722654444133e-05,2.1111144164288632e-05,6.38980324576717e-05,11.228473340999335,rigidification_benchmark
8,Generic-Multi-Spin,1.423875075529472,0.16787008774741832,1,0.37870704285745926,0.29128817370921167,0.99712664828299591,12.358324165828526,rigidification_benchmark
9,Generic-Multi-Spin,1.3947656849402525,0.095414922517682438,1,0.23525971014309349,0.1874417805294856,0.63159436309246564,12.482987980544568,rigidification_benchmark
9,Generic-Multi-Spin,0.17677398291111832,0.26268904129189252,1,0.0098790183329750605,0.0072474397175687627,0.027018721239628566,10.257250964362175,rigidification_benchmark
8,Single-Spin,0.40435504671227657,0.014887913092327305,1,0.002660625693495892,0.0021505808604240211,0.0071704486686823962,12.584986318740993,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,1.0613582190355286,0.22261447494337896,1,3.000377769319442e-08,1.7338345361317389e-08,0.015804745670918094,10.974481102451682,rigidification_benchmark
9,Generic-Multi-Spin,0.75808908082228055,0.038874916924342515,1,0.034355249961228559,0.029051761303619222,0.090367134794333892,11.262491733022035,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,0.66367423995224939,0.16925798714668583,1,1.8076681369151796e-08,9.4131162143908386e-09,0.015162089785651926,13.200693855714054,rigidification_benchmark
6,Single-Spin,0.24859257926159539,0.14642877676957289,1,0.0050760985311070275,0.0046456604766054914,0.013594958170831891,9.3980863115750246,rigidification_benchmark
7,Cohomogeneity-1_Equal-Spin,1.2790085873954919,0.24104688829007467,1,2.7824520748081846e-08,2.0509148550213818e-08,0.014608599689940324,11.089021929167211,rigidification_benchmark
9,Generic-Multi-Spin,1.2647843277269033,0.13712689741280304,1,0.31720419619111395,0.25044820168905241,0.86791458333118587,11.721053662896157,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,0.23425316656690279,0.22998755991935638,1,3.1261197582608105e-08,1.8815725662767262e-08,0.035195712214060669,12.291958461422473,rigidification_benchmark
8,Single-Spin,0.73138672262804016,0.047883524524999783,1,0.033907573244125064,0.027656169245747198,0.092335503363782934,9.8406457723118361,rigidification_benchmark
8,Single-Spin,0.8258709414082086,0.18002475901464468,1,0.13481301597949619,0.12381447124579126,0.36672071836332576,11.996315289661288,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,1.0821740954033359,0.0061719335197648042,1,1.3043756370594776e-11,1.278625428130961e-11,0.0032017590885433582,10.265001182444394,rigidification_benchmark
5,Generic-Multi-Spin,0.4252860761061879,0.21096917526311801,1,0.0020027490197048808,0.0017037240782503747,0.0054909218705798558,8.8753847326152027,rigidification_benchmark
5,Generic-Multi-Spin,0.11565311693454627,0.10383755880879704,1,8.6718341735759366e-06,6.3829414154166533e-06,2.4279027054084287e-05,11.650997025426477,rigidification_benchmark
6,Single-Spin,1.3335754410535432,0.27404171294405871,1,0.33361452807860698,0.29970975089447532,0.94646865008144931,9.6586436515673988,rigidification_benchmark
8,Generic-Multi-Spin,1.491656220879213,0.065101330669492488,1,0.18533279560063262,0.16217341086282977,0.50064228656694498,10.449947964772582,rigidification_benchmark
8,Generic-Multi-Spin,0.086113131809633231,0.15798223708110584,1,0.0012099751989720186,0.0010675123922474451,0.0032789564714388194,11.363187556061893,rigidification_benchmark
8,Generic-Multi-Spin,0.50156099342802163,0.12459918631804921,1,0.033537975701062109,0.023815649291081244,0.088125930329537319,10.769524427969008,rigidification_benchmark
8,Single-Spin,0.97110291523373593,0.256714884027821,1,0.24838849635832558,0.19330461920624456,0.669592245126579,12.817527069151401,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,0.85534655248240199,0.084132171909908765,1,4.5318186794416548e-09,2.5354778264913741e-09,0.0021514843069826593,12.99549512770027,rigidification_benchmark
7,Single-Spin,0.57337889968733391,0.28890387687338887,1,0.0843522055995167,0.062045283578904195,0.22923441830152166,10.594793885108084,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,0.34543163495844137,0.030567486993727275,1,3.2130134509774536e-10,3.43853539183223e-10,0.00059537497322629228,10.83148033125326,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,1.1883878174593914,0.20079188503404893,1,1.6283177558070795e-08,1.4325692675759806e-08,0.033377200812229744,8.7280438335612409,rigidification_benchmark
9,Generic-Multi-Spin,1.1904231114339698,0.14326593342697713,1,0.24873064479557663,0.19972508799289354,0.70734454775689981,12.408258071355522,rigidification_benchmark
7,Single-Spin,0.34595974747800362,0.23790006606379713,1,0.023382448528653194,0.017755927858690748,0.062288012182203999,9.404710452165455,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,0.56328414554880468,0.046433426302990882,1,1.060506889818862e-09,7.7232726289101884e-10,0.0046874292461451614,12.332526141684502,rigidification_benchmark
9,Generic-Multi-Spin,0.84383545188460307,0.1767958966699727,1,0.17498953619733565,0.13634992646443087,0.47190061250414927,11.704371709562839,rigidification_benchmark
5,Single-Spin,0.96243058706206552,0.01175367038439773,1,0.0028612839096134276,0.002328063576269327,0.0077495826031238405,9.1954197082668543,rigidification_benchmark
7,Single-Spin,0.49448668170711402,0.21945963349767122,1,0.070317910842481166,0.067864181372367785,0.18754226921886949,12.595022741798312,rigidification_benchmark
7,Generic-Multi-Spin,0.089661686746817085,0.10294711895481125,1,0.00053111518839211427,0.00042728684356418853,0.0014501388703050744,9.7860982139594856,rigidification_benchmark
5,Generic-Multi-Spin,1.4965302872799198,0.27023725996292286,1,0.23041774775725005,0.19017152857978958,0.62123179911385362,10.223592739552259,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,1.3265022021869159,0.066569154322450058,1,2.8095282549121552e-09,1.6035157935337891e-09,0.0035276787926397414,13.227774243988097,rigidification_benchmark
7,Single-Spin,0.10697971590859537,0.16119220276746341,1,0.0020329039098117428,0.0016241756742732929,0.0055358690018983935,10.335311417561025,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,0.43015906965261419,0.11844011035777909,1,5.5177833620008387e-09,4.8148945259097617e-09,0.013154874417924546,10.052032926585525,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,1.0857237231948003,0.24881895779138061,1,3.6738665417765052e-08,2.1359593765955691e-08,0.01320515107735005,10.884961618296803,rigidification_benchmark
9,Generic-Multi-Spin,0.82639869630967733,0.085006003916310149,1,0.05484779381036229,0.049163555319707904,0.15077326503303384,10.066542199999095,rigidification_benchmark
8,Single-Spin,0.7334223742207121,0.2927283440962033,1,0.1588792403304829,0.15680706459058497,0.41978406499735571,12.223810440767556,rigidification_benchmark
5,Generic-Multi-Spin,0.22274242358719745,0.025004618847824636,1,2.8685982572970599e-05,2.1406258852430818e-05,7.3697374840422843e-05,9.7072029733099043,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,1.2546892159702805,0.19228367566412968,1,2.1524934736521288e-08,1.2733457901628397e-08,0.011362826176933903,12.502364375069737,rigidification_benchmark
9,Generic-Multi-Spin,1.2873157874937085,0.033574132415002213,1,0.080243339283357126,0.074033087779931131,0.21946220088569807,10.537227068282665,rigidification_benchmark
8,Single-Spin,0.25529961720048827,0.20378250933900569,1,0.015888982247158727,0.013528497743600177,0.044139075325134947,11.753272125404328,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,0.66049081308851942,0.076729869393248121,1,2.4215336018907549e-09,2.0451324845269856e-09,0.0077160955126355105,9.6845420136116438,rigidification_benchmark
8,Generic-Multi-Spin,0.75358228820358863,0.28152217421208975,1,0.15193832801617521,0.1273197676683519,0.40351148228596556,12.975199007801711,rigidification_benchmark
6,Single-Spin,1.0596887683705911,0.12759552370916402,1,0.079761248418708061,0.055933201610523106,0.22129132830619971,11.475007840245961,rigidification_benchmark
7,Generic-Multi-Spin,0.40419349273854216,0.25973182015671392,1,0.043238491182855263,0.035908281949315592,0.11853767621245229,10.737903939653188,rigidification_benchmark
5,Generic-Multi-Spin,0.18650289374000675,0.057707048489845363,1,3.2073041155397561e-05,2.212543171932945e-05,8.7501830088467894e-05,10.455920720938593,rigidification_benchmark
5,Generic-Multi-Spin,1.4059102269922235,0.15057193266755717,1,0.10775847574670744,0.086437034176854638,0.27664577861297796,8.680927062407136,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,1.4237131639376441,0.11034436803889462,1,4.5732268199271798e-09,4.2929012243721462e-09,0.018866473726106656,10.117613576166331,rigidification_benchmark
6,Single-Spin,0.016730840850811453,0.28056454440805778,1,5.9518170560377184e-05,4.6473608865827264e-05,0.00016651232685280988,11.672575509455054,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,0.5270445905565917,0.0046490135657414802,1,8.8217339783207619e-12,7.4961308504128818e-12,0.0013578724861084226,8.8649191337637596,rigidification_benchmark
8,Single-Spin,0.99505644334930643,0.20942565657131654,1,0.21642578316804498,0.14846135923154338,0.58960670465116671,12.044491335190832,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,0.92324419192609752,0.054416646696616902,1,1.8003796767175384e-09,1.023751299848326e-09,0.0099300884537160648,11.554009996727109,rigidification_benchmark
9,Generic-Multi-Spin,0.64280660814402901,0.18653728133090028,1,0.0948327738315385,0.076222994137398609,0.24013339032522157,10.709239219967277,rigidification_benchmark
5,Generic-Multi-Spin,0.31999345532774459,0.13557537682411355,1,0.00048679595809924452,0.00039888740847019322,0.0012607118846327571,11.384905145037919,rigidification_benchmark
6,Single-Spin,1.1643888718459476,0.22845206044698507,1,0.23316382522173712,0.21469634070942639,0.62896914546334182,9.9522462792694562,rigidification_benchmark
6,Single-Spin,1.1357526016127419,0.041674546791140923,1,0.03993693949004009,0.036603994570812586,0.10411016310155422,9.0699193177744739,rigidification_benchmark
9,Generic-Multi-Spin,0.29278551455383189,0.17203279716333933,1,0.018764373995926141,0.015786368182121594,0.051268739429963989,12.317105372156949,rigidification_benchmark
6,Generic-Multi-Spin,0.62620991144016946,0.14802449107481819,1,0.038012380741855478,0.030840427888073743,0.10136186553272029,10.240578070562332,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,0.90816593885330765,0.24266355895977468,1,2.3214798559317684e-08,2.0774211071327588e-08,0.017015227680194329,11.522530643083154,rigidification_benchmark
5,Generic-Multi-Spin,1.0239344578259288,0.098183617118166769,1,0.02492043782624645,0.017360679548725687,0.068337660165929348,11.563153201714158,rigidification_benchmark
7,Cohomogeneity-1_Equal-Spin,0.55437984895956982,0.26547869337441493,1,3.5555702343808756e-08,2.5081862460339436e-08,0.017817231909484237,10.196397561673075,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,0.033477742741719822,0.016516778831698001,1,1.0755909964049251e-10,1.0153156816413949e-10,0.0021713511971052412,10.804901545215397,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,1.4390102736958674,0.2242185219501881,1,2.9462268226624471e-08,1.7398258418440428e-08,0.0061538366091474757,10.585414066165686,rigidification_benchmark
9,Generic-Multi-Spin,1.3629685233709896,0.11367754729116057,1,0.34468551373513812,0.27318168519524427,0.95219959406590082,11.35041662696749,rigidification_benchmark
