code_id,relative_path,filename,extension,bytes,sha2_256,language,role_family,gates_crosswalk,purpose,header_or_docstring,bingo_column,researchbox_id,aspredicted_id,p6_run_id,zip_member_path,upload_note
P6-CODE-011,scripts/p6/gate0_filing_lock.py,gate0_filing_lock.py,.py,7319,sha2-256:a2135354b3b51986b3a7dfc3fe8359879d2e5fe74bbb732a5a4574dffe6ffbfc,python,gate0,0,Filing lock writer,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate0_filing_lock.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-012,scripts/p6/gate_a_source_pin.py,gate_a_source_pin.py,.py,11453,sha2-256:16139b956500a33b7495948e056f00ea4859ce16fee66c3cdf81e79f3728105e,python,gateA,A,Source pin verification,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_a_source_pin.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-013,scripts/p6/gate_b_raw_assets.py,gate_b_raw_assets.py,.py,4627,sha2-256:554e04b38b942e5de642f1630952130f548a1fa87c6f065961cf32213a55c8a7,python,gateB,B,Raw assets,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_b_raw_assets.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-014,scripts/p6/gate_c_hygiene.py,gate_c_hygiene.py,.py,6198,sha2-256:521af1a97ff4a12b2b6fd59062abfc89112956479d10b3830a4231942faa8650,python,gateC,C,Hygiene,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_c_hygiene.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-015,scripts/p6/gate_child_common.sh,gate_child_common.sh,.sh,2743,sha2-256:d874b94f0caed5d3a5c253d5c04b1fc13f3d11dd702fce977846a69c24c725c8,bash,gateRST,R–T,Shared child-train launcher,#!/usr/bin/env bash,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_child_common.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-016,scripts/p6/gate_d_split_freeze.py,gate_d_split_freeze.py,.py,4994,sha2-256:3973f6a2b18dee4b0bea44b40300e0c68e8795e27e5bccca37a9768055731f6a,python,gateD,D,Split freeze,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_d_split_freeze.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-017,scripts/p6/gate_e_streams.py,gate_e_streams.py,.py,12727,sha2-256:1a094f3b1ad39a2817abedd19b6aa49aa4efffb97412e8690879caf5cf1a0852,python,gateE,E,Packed streams + topology,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_e_streams.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-018,scripts/p6/gate_f_tokenizer.py,gate_f_tokenizer.py,.py,3416,sha2-256:70dccc18010b248e9b1b7bc1f03ebbf3dedf8dc94d54250ad6c6ea3fa91e14ee,python,gateF,F,Carry-forward tokenizer,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_f_tokenizer.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-019,scripts/p6/gate_g_budget.py,gate_g_budget.py,.py,8403,sha2-256:dbe61d247ef3a2a2fee5f83327b93a1bd693af3f329030af167db26af3120ed3,python,gateG,G,Budget freeze,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_g_budget.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-020,scripts/p6/gate_h_accept.py,gate_h_accept.py,.py,7026,sha2-256:9cb3ea2b16ccb171571087d92c327b09f58ec83de5605d3988e1d8a8ce5fa0f4,python,gateH,H,CUDA smoke accept,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_h_accept.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-021,scripts/p6/gate_h_authorize.py,gate_h_authorize.py,.py,1551,sha2-256:492f43ca95a574366e0af006596b442e003b036e2ce3d644b49e1fed4e350ada,python,gateH,H,CUDA smoke authorization,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_h_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-022,scripts/p6/gate_h_preflight.py,gate_h_preflight.py,.py,5873,sha2-256:97b65cad6f4b1ed5d614603610438e0c31f334837864441ed7b6391e0406de9e,python,gateH,H,CUDA smoke preflight,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_h_preflight.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-023,scripts/p6/gate_h_smoke.sh,gate_h_smoke.sh,.sh,2418,sha2-256:635109b05e49f60787f7d290c35ee0ee59c519a7d527585a7ce41c8265dba8da,bash,gateH,H,CUDA d4 smoke launcher,#!/usr/bin/env bash,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_h_smoke.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-024,scripts/p6/gate_i_accept.py,gate_i_accept.py,.py,6821,sha2-256:20cefc7acb9090494774f64cd7710d47e7ccae33b2c29664d9022b38aaf02a2e,python,gateI,I,TL0 d8+d20 parent training,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_i_accept.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-025,scripts/p6/gate_i_authorize.py,gate_i_authorize.py,.py,1761,sha2-256:c934cff9be7ca3e69a75f451fb07f978924c3b7f3e465861eb9906f8c13d094e,python,gateI,I,TL0 authorization,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_i_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-026,scripts/p6/gate_i_preflight.py,gate_i_preflight.py,.py,5484,sha2-256:e59aef26f7767cbfe259fe922947ebcae8d737e0cc31d5e57a372db3683be93a,python,gateI,I,TL0 preflight,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_i_preflight.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-027,scripts/p6/gate_i_tl0.sh,gate_i_tl0.sh,.sh,2903,sha2-256:837cf8270f0d2e9b79c19bc64bb923984aca17a92294d94ceb4e50cbd8dd380e,bash,gateI,I,TL0 confirmatory train,#!/usr/bin/env bash,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_i_tl0.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-028,scripts/p6/gate_p0t.sh,gate_p0t.sh,.sh,1816,sha2-256:f0d1f5c9c56df7a72a0641bb99d5d07615db320c65c9d3aeba953c21084d90d0,bash,gateP0T,P0-T,P0-T launcher,#!/usr/bin/env bash,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_p0t.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-029,scripts/p6/gate_p0t_accept.py,gate_p0t_accept.py,.py,5292,sha2-256:90c39382e8fa505f46b21af9cdade7809698f20c70c3d187f7f92c98cfca73b7,python,gateP0T,P0-T,P0-T accept,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_p0t_accept.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-030,scripts/p6/gate_p0t_authorize.py,gate_p0t_authorize.py,.py,1813,sha2-256:3bf9a8454530a4c6dbee96cd61eeec67c22a1e4481d422143d7e9339c03abc30,python,gateP0T,P0-T,P0-T authorization,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_p0t_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-031,scripts/p6/gate_phase2_accept.py,gate_phase2_accept.py,.py,6593,sha2-256:86410ff25768536538155d5b8c73c44e1ab2d5184af7e5ff08885292b6ed6982,python,gateRST,R–T,Phase-2 accept helper,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_phase2_accept.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-032,scripts/p6/gate_q_authorize.py,gate_q_authorize.py,.py,1729,sha2-256:40130ca3a40e49f411e8b75849672207f6c77d7056162ff76cb3f10750ab624a,python,gateQ,Q,C0 freeze authorization,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_q_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-033,scripts/p6/gate_q_c0_freeze.py,gate_q_c0_freeze.py,.py,4243,sha2-256:fb305024a92d47be463119e7f9484921ca10b7de8e1d436c863fc8485d6b833b,python,gateQ,Q,C0 freeze,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_q_c0_freeze.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-034,scripts/p6/gate_r_authorize.py,gate_r_authorize.py,.py,1867,sha2-256:5762ba7793f8947fde10b9b8791d6dcdb096bfff86c4090b6a7e3e8a8ec3fee7,python,gateR,R,C1 authorization,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_r_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-035,scripts/p6/gate_r_c1.sh,gate_r_c1.sh,.sh,675,sha2-256:0bc0f394eb60e194271802b4e4ea7242478ca8e168a471e734119fbb76db87e9,bash,gateR,R,C1 extra Tagalog,#!/usr/bin/env bash,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_r_c1.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-036,scripts/p6/gate_s_authorize.py,gate_s_authorize.py,.py,1879,sha2-256:0f16a2a2ef5f14c999fabb1be0b633a1eb915172b5df3e183a8c70c723503607,python,gateS,S,C2 authorization,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_s_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-037,scripts/p6/gate_s_c2.sh,gate_s_c2.sh,.sh,675,sha2-256:3eb3a081ef318227d9bda9be794862379b75e6d9ba71112a5098de349be4b4bc,bash,gateS,S,C2 pure English,#!/usr/bin/env bash,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_s_c2.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-038,scripts/p6/gate_t_authorize.py,gate_t_authorize.py,.py,1917,sha2-256:48067d5d2c735eb3d29ef41da4f6dfd948fd7df7f9eafd5efe55191abbcfe7db,python,gateT,T,Topology authorization,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_t_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-039,scripts/p6/gate_t_c3.sh,gate_t_c3.sh,.sh,677,sha2-256:a8a858c1539481adb3bc7cc375255c00bcebc48e07476e1c1e370b1f93f16cfd,bash,gateT,T,Legacy C3 launcher name; topology wrapper,#!/usr/bin/env bash,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_t_c3.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-040,scripts/p6/gate_t_technical_accept.py,gate_t_technical_accept.py,.py,3661,sha2-256:ff27511fbb4e1f3b545c033a2bd564959f38f14675981e0e3b16eb3b6ffffe9b,python,gateT,T,Technical accept (e.g. ENOSPC),#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_t_technical_accept.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-041,scripts/p6/gate_t_topology.sh,gate_t_topology.sh,.sh,3288,sha2-256:977f6a324ec50130298ca7235372d4b23153f61bccc2a9d7b7bdeff53ef8c76c,bash,gateT,T,Serial M-fine..M-rand launcher,#!/usr/bin/env bash,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_t_topology.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-042,scripts/p6/gate_u_authorize.py,gate_u_authorize.py,.py,1654,sha2-256:f01f81a6f391319dc843511b68e00fed58de43f4c6043641a535ef2e4650efcf,python,gateU,U,Seal authorization,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_u_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-043,scripts/p6/gate_u_seal.py,gate_u_seal.py,.py,8861,sha2-256:74c54502c14b350f462bc21da3632f4d2eba083f2ed2cdaedfd48f36b0697ff4,python,gateU,U,12-cell validation seal,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_u_seal.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-044,scripts/p6/gate_v_authorize.py,gate_v_authorize.py,.py,1858,sha2-256:c7871a250a8623fa053c6bb6d29c305df4e7326d365128ca54310cd6adb9adbd,python,gateV,V,Test authorization,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_v_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-045,scripts/p6/gate_v_c3_test.py,gate_v_c3_test.py,.py,6677,sha2-256:0abc1e4f999a2325a500ed199fa390ebe19384812ffec2419ee3e6a23e3afb31,python,gateV,V,M-fine-only secondary test,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_v_c3_test.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-046,scripts/p6/gate_w_closeout.py,gate_w_closeout.py,.py,5644,sha2-256:09a910f5ae0b9ee865959ff6b5252f2b25eb79694c64ec6f45fcb8a044a0dea5,python,gateW,W,Closeout manifest,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_w_closeout.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-047,scripts/p6/gate_x_authorize.py,gate_x_authorize.py,.py,1686,sha2-256:4f6c17e80258674ee55274b7d0b59854e0a572090395baf98818f50200e753ee,python,gateX,X,Unblinding authorization,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_x_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-048,scripts/p6/gate_x_preflight.py,gate_x_preflight.py,.py,3256,sha2-256:238bf09e134375eec51e88ce317d2a86e45c842d22ad11484c5441087a2b4364,python,gateX,X,Unblinding preflight,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_x_preflight.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-049,scripts/p6/gate_x_unblind.py,gate_x_unblind.py,.py,7257,sha2-256:a2e6267855810ec8cf5b3cc0d78274fdd1193835a8af77f7496b6832dde41523,python,gateX,X,One-time topology release,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/gate_x_unblind.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-050,scripts/p6/make_validation_seal.py,make_validation_seal.py,.py,2467,sha2-256:b7366420a5e455200a832b0c637f0f084056cbefdad06aa4b9d1ad19b16f64e0,python,seal,U,Build sealed validation bundle,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/make_validation_seal.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-051,scripts/p6/mix_construct_dummy.py,mix_construct_dummy.py,.py,2224,sha2-256:d8bdca7d0ab5b4469abbfef7cc6b141a586eccd8e3e365951b60b6d0d5d85366,python,test,0,Dummy mix construction,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/mix_construct_dummy.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-052,scripts/p6/p6_common.py,p6_common.py,.py,10947,sha2-256:68705b5433792c4ca501e8b8f7283ffbdb0d46e5ebd518a68ba1b61439d0b289,python,lib,0–W,Shared P6 helpers,"""""""P6-M constants. Not a rename of scripts/p4 or scripts/p5. Do not import prior-study env at runtime.""""""",Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/p6_common.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-053,scripts/p6/pack_parquet.py,pack_parquet.py,.py,3042,sha2-256:6396bcd7d8e566620177c712aa15a94153bbf95b893ce690be85c3b14f9f57bc,python,gateE,E,Pack JSONL to parquet,"""""""Shared parquet packing for P6 streams. Document text only. No BPB.""""""",Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/pack_parquet.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-054,scripts/p6/pack_researchbox_bingo.py,pack_researchbox_bingo.py,.py,28462,sha2-256:4628df14a9b5f03c605b37eec0ac7085e1b511e163cf724761570ce854f62b0e,python,deposit,W,Build ResearchBox bingo zips,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/pack_researchbox_bingo.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-055,scripts/p6/parent_train.py,parent_train.py,.py,2973,sha2-256:ec31db4b17cd13ee0b75b955ea707cd91caeff06bb8ab78f0ad1839966082c6e,python,train,I,Parent training helper,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/parent_train.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-056,scripts/p6/prefile_topology_schedules.py,prefile_topology_schedules.py,.py,13149,sha2-256:c83aa6508a7cbb53853415808419b2fa5957800a930e3923cdef619a4cd6f643,python,prefile,0,Build topology TSVs,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/prefile_topology_schedules.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-057,scripts/p6/prove_parent_seed_knob.py,prove_parent_seed_knob.py,.py,3165,sha2-256:ba00a24e19b1b1a0cdd17c35c28481aa3f19ab87e786e295dfb56449a0183a71,python,lib,A,Parent seed knob proof,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/prove_parent_seed_knob.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-058,scripts/p6/refuse_nanochat_dataset.py,refuse_nanochat_dataset.py,.py,328,sha2-256:0f0387770fb254b8bfeb902cfd4757e59f477c44999053d941e89d2faaa464e6,python,lib,any,Refuse nanochat.dataset,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/refuse_nanochat_dataset.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-059,scripts/p6/refuse_ratio.py,refuse_ratio.py,.py,648,sha2-256:d4e5dcf5f0d9b519dffdc3cca00a5bfbc709d0ca3325782fa410093903b222e7,python,lib,any,Refuse ratio=-1,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/refuse_ratio.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-060,scripts/p6/release_bundle.py,release_bundle.py,.py,1337,sha2-256:0f080703fb8ba4d9024f357c0217c34288791b9441b093e61b7ecf9e839bc6bc,python,release,X,Incomplete-inventory refuse helper,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/release_bundle.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-061,scripts/p6/sync_tier2_resume_kit.py,sync_tier2_resume_kit.py,.py,4071,sha2-256:ec99b926857de57c72d501e1ce45571fed5e029e3aafa1c6488a8a3bcb943ebb,python,ops,H–W,Tier-2 resume kit sync,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/sync_tier2_resume_kit.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P6-CODE-062,scripts/p6/validate_prefile_topology_schedules.py,validate_prefile_topology_schedules.py,.py,7000,sha2-256:e00dcab48f3b19580090483c97df6d4c0c01af5d8bc0be57c71cbfc7c3677673,python,prefile,0,Validate topology digests,#!/usr/bin/env python3,Code,8918,307969,p6-20260824T155226Z-769f807a,scripts_p6/validate_prefile_topology_schedules.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
