code_id,relative_path,filename,extension,bytes,sha2_256,language,role_family,gates_crosswalk,purpose,header_or_docstring,bingo_column,researchbox_id,aspredicted_id,p5_run_id,zip_member_path,upload_note
P5-CODE-014,scripts/p5/gate_b_raw_assets.py,gate_b_raw_assets.py,.py,4621,sha2-256:4bc9fd8ca2c916b20d58e66975ff0969c98f7dd6da08110b3b991460b0a54ab8,python,gateB,B,Raw assets,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_b_raw_assets.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-015,scripts/p5/gate_c_hygiene.py,gate_c_hygiene.py,.py,6192,sha2-256:9f6970ae6fe88326831e0fb9964824f011aab608c9e48403b783b3d8c1cecb8e,python,gateC,C,Hygiene,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_c_hygiene.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-016,scripts/p5/gate_child_common.sh,gate_child_common.sh,.sh,2743,sha2-256:2770a53c354be5f1d279472e469bd34286b952e47fd1733bb3a7f8e6c37f8534,bash,gateRST,R–T,Shared child-train launcher,#!/usr/bin/env bash,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_child_common.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-017,scripts/p5/gate_d_split_freeze.py,gate_d_split_freeze.py,.py,4988,sha2-256:ffe0a157bea8fe8663ec3161ae8ca590121cde55163167e23b1a3686708658f5,python,gateD,D,Split freeze,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_d_split_freeze.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-018,scripts/p5/gate_e_streams.py,gate_e_streams.py,.py,4110,sha2-256:44baf7bd4d544347151460dc46e50fa73c370ebb8feabf88927ea6c404a5233b,python,gateE,E,Packed streams + mix freeze,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_e_streams.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-019,scripts/p5/gate_f_tokenizer.py,gate_f_tokenizer.py,.py,3410,sha2-256:d822a3bba76a233ee81f194157a5b8dec6b1c8da0b858ae20a47507d052c6719,python,gateF,F,Carry-forward tokenizer,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_f_tokenizer.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-020,scripts/p5/gate_g_budget.py,gate_g_budget.py,.py,7676,sha2-256:2219e04a1056da173ffa8fa811cf30f86381320e3b45693e6ee5a15e288e0069,python,gateG,G,Budget freeze,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_g_budget.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-021,scripts/p5/gate_h_accept.py,gate_h_accept.py,.py,7020,sha2-256:e0150d3abe45801fe9f8de89ac82f2a431a2ea5d028536573122124f8ec15ad9,python,gateH,H,CUDA smoke accept,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_h_accept.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-022,scripts/p5/gate_h_authorize.py,gate_h_authorize.py,.py,1545,sha2-256:660987d4d00cb9416d081a7e1af26d319d3e78c2f1a97303c49ca88e12e421f7,python,gateH,H,CUDA smoke authorization,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_h_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-023,scripts/p5/gate_h_preflight.py,gate_h_preflight.py,.py,5867,sha2-256:09a6783e37d1a0e0892550683f1c758d9c84df8712ac8e39370e4f704e86e34f,python,gateH,H,CUDA smoke preflight,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_h_preflight.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-024,scripts/p5/gate_h_smoke.sh,gate_h_smoke.sh,.sh,2418,sha2-256:afc467a575258d649afb456da8e61e98c8c03e067eedfff02c33179d8b881e63,bash,gateH,H,CUDA d4 smoke launcher,#!/usr/bin/env bash,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_h_smoke.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-025,scripts/p5/gate_i_accept.py,gate_i_accept.py,.py,6809,sha2-256:e73fba3d33192b861e397289d587fe1cb68e3ede40815de2ebc25f103894bb9a,python,gateI,I,TL0 d8+d20 parent training,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_i_accept.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-026,scripts/p5/gate_i_authorize.py,gate_i_authorize.py,.py,1682,sha2-256:02c3e256a48051d2b861290ecbc1d8ac29a0c824887b31ef46ee25c2f3bb9afe,python,gateI,I,TL0 authorization,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_i_authorize.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-027,scripts/p5/gate_i_preflight.py,gate_i_preflight.py,.py,5393,sha2-256:529fbfbe5febe614a6e3c134f9700404355892ffe3049b89d9894739d9848801,python,gateI,I,TL0 preflight,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_i_preflight.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-028,scripts/p5/gate_i_tl0.sh,gate_i_tl0.sh,.sh,2900,sha2-256:23f98e127e796fe6e3f7d80608a6dc3b82ac9ec5a33b0e05ba81e123dacca5e8,bash,gateI,I,TL0 confirmatory train,#!/usr/bin/env bash,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_i_tl0.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-029,scripts/p5/gate_p0t.sh,gate_p0t.sh,.sh,1816,sha2-256:546e433b407e3d8e5f3e11b35f2a22616807b20f30ada305435164cd0452530b,bash,gateP0T,P0-T,P0-T launcher,#!/usr/bin/env bash,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_p0t.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-030,scripts/p5/gate_p0t_accept.py,gate_p0t_accept.py,.py,4977,sha2-256:c4fab680f5e024b8e58ff1bc59c5eda9a6f3771f0ffb86711eb0d96ee313674d,python,gateP0T,P0-T,P0-T accept,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_p0t_accept.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-031,scripts/p5/gate_phase2_accept.py,gate_phase2_accept.py,.py,5410,sha2-256:20f95949a49041ea2acfa7aff96445c060a9e816aab2a4e3b3a988d9ceaf24d4,python,gateRST,R–T,Phase-2 accept helper,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_phase2_accept.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-032,scripts/p5/gate_q_c0_freeze.py,gate_q_c0_freeze.py,.py,3689,sha2-256:62ae2a6626ea5a0ac7aa44b2c439faf6ba02fe1bca77b0504175fcb9bedabb3c,python,gateQ,Q,C0 freeze,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_q_c0_freeze.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-033,scripts/p5/gate_r_c1.sh,gate_r_c1.sh,.sh,675,sha2-256:b189c853563e30310027acfc677f7100e4e6730cc70fd07b18af3641d662c7b3,bash,gateR,R,C1 extra Tagalog,#!/usr/bin/env bash,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_r_c1.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-034,scripts/p5/gate_s_c2.sh,gate_s_c2.sh,.sh,675,sha2-256:9260270235b020f6c1b5a1fb7bc5c2c307b8cd616d9a5d7d3224f66d576bd0b8,bash,gateS,S,C2 pure English,#!/usr/bin/env bash,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_s_c2.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-035,scripts/p5/gate_t_c3.sh,gate_t_c3.sh,.sh,677,sha2-256:a6efff335f67a80e35ef60d6e0610168c27360928c56bea4194aee068b8b8404,bash,gateT,T,C3 frozen mix,#!/usr/bin/env bash,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_t_c3.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-036,scripts/p5/gate_u_seal.py,gate_u_seal.py,.py,6625,sha2-256:e1336dac1904819bf42724ae9660a9e41451ce938414fbd101b84f7caaf00e45,python,gateU,U,Validation seal per seed,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_u_seal.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-037,scripts/p5/gate_v_c3_test.py,gate_v_c3_test.py,.py,5317,sha2-256:b2163b7ca5eabb0c73a0dbad97c02a1fbba76d81c638ee4327f59d61ada909e7,python,gateV,V,C3-only secondary tests,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_v_c3_test.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-038,scripts/p5/gate_w_closeout.py,gate_w_closeout.py,.py,5452,sha2-256:f6561ab867f43a137562b400dd1a6969cc5382b3b8d421096793b1ffef3732d6,python,gateW,W,Closeout manifest,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_w_closeout.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-039,scripts/p5/gate_x_preflight.py,gate_x_preflight.py,.py,2181,sha2-256:131f873ebe37c62ddee1418003a160ec24e15ba3633f8604431de05d1988496b,python,gateX,X,Panel unblinding preflight,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_x_preflight.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-040,scripts/p5/gate_x_unblind.py,gate_x_unblind.py,.py,3488,sha2-256:36b06bf32ce9821e61fa65c2b62244bcf669c88be9bcaf4fd71185fb59fc7a53,python,gateX,X,One-time panel release,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/gate_x_unblind.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-041,scripts/p5/make_validation_seal.py,make_validation_seal.py,.py,2467,sha2-256:b7366420a5e455200a832b0c637f0f084056cbefdad06aa4b9d1ad19b16f64e0,python,seal,U,Build sealed validation bundle,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/make_validation_seal.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-042,scripts/p5/mix_construct_dummy.py,mix_construct_dummy.py,.py,2224,sha2-256:d8bdca7d0ab5b4469abbfef7cc6b141a586eccd8e3e365951b60b6d0d5d85366,python,test,0,Dummy mix construction,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/mix_construct_dummy.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-043,scripts/p5/p5_common.py,p5_common.py,.py,9664,sha2-256:05949ebac49b0163b65e695af6e981409dbfaa0777b18a7a5e4fff1fc0bc1739,python,lib,0–W,Shared P5 helpers,"""""""P5 constants. Not a rename of scripts/p4. Do not import scripts.p4 at runtime.""""""",Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/p5_common.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-044,scripts/p5/pack_parquet.py,pack_parquet.py,.py,3049,sha2-256:c5004edefb1c5273497f672f830e905659dcd8d39050ff0c153832a4a5e41f18,python,gateE,E,Pack JSONL to parquet,"""""""Shared parquet packing for P4 C1/C2/C3. Document text only. No BPB.""""""",Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/pack_parquet.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-045,scripts/p5/pack_researchbox_bingo.py,pack_researchbox_bingo.py,.py,25721,sha2-256:f5272a84954cb4b11c7a825a9df10de30d232135a3293e12497bc9206831db97,python,deposit,W,Build ResearchBox bingo zips,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/pack_researchbox_bingo.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-046,scripts/p5/parent_train.py,parent_train.py,.py,2973,sha2-256:473900c139d023e1c07740b7777229494871cda985f8d73c491e342732f9b3e1,python,train,I,Parent training helper,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/parent_train.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-047,scripts/p5/prove_parent_seed_knob.py,prove_parent_seed_knob.py,.py,2588,sha2-256:b89bde097c2d882c09a953d28114dada97620a31053f6c57376e5c7406db4829,python,lib,A,Parent seed knob proof,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/prove_parent_seed_knob.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-048,scripts/p5/refuse_nanochat_dataset.py,refuse_nanochat_dataset.py,.py,328,sha2-256:0f0387770fb254b8bfeb902cfd4757e59f477c44999053d941e89d2faaa464e6,python,lib,any,Refuse nanochat.dataset,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/refuse_nanochat_dataset.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-049,scripts/p5/refuse_ratio.py,refuse_ratio.py,.py,648,sha2-256:d4e5dcf5f0d9b519dffdc3cca00a5bfbc709d0ca3325782fa410093903b222e7,python,lib,any,Refuse ratio=-1,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/refuse_ratio.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-050,scripts/p5/release_bundle.py,release_bundle.py,.py,1337,sha2-256:0f080703fb8ba4d9024f357c0217c34288791b9441b093e61b7ecf9e839bc6bc,python,release,X,Incomplete-inventory refuse helper,#!/usr/bin/env python3,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/release_bundle.py,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-051,scripts/p5/resume_after_s2_wrapper_death.sh,resume_after_s2_wrapper_death.sh,.sh,2332,sha2-256:106eb622cee011801668cbc1b38c7422cb715e0718d539d6fc428d3322fda871,bash,incident,S2,S2 pod-death resume,#!/usr/bin/env bash,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/resume_after_s2_wrapper_death.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-052,scripts/p5/run_panel_to_x.sh,run_panel_to_x.sh,.sh,727,sha2-256:82672a0c506b17629e3162aef50b2eebc84adeb20faf714250361c8d41501a3e,bash,orchestrator,panel,Panel driver to Gate X,#!/usr/bin/env bash,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/run_panel_to_x.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-053,scripts/p5/run_seed_panel.sh,run_seed_panel.sh,.sh,2094,sha2-256:b513f38735b22b1dc1a913a605dab970943fe51a15f05fb3c07445875018df5a,bash,orchestrator,panel,Single-seed panel slice,#!/usr/bin/env bash,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/run_seed_panel.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
P5-CODE-054,scripts/p5/wait_start_and_resume_s2.sh,wait_start_and_resume_s2.sh,.sh,2627,sha2-256:b9f65cc729e14c2b90c18ca4758ef9ae7d4a6f1068842706ca55c332c83479a0,bash,incident,S2,S2 wait/resume wrapper,#!/usr/bin/env bash,Code,8904,307836,p5-20260823T160632Z-439d1de5,scripts_p5/wait_start_and_resume_s2.sh,Row crosswalks Code.zip member ↔ gate ↔ purpose ↔ file digest
